Gene	pd_id
Pp1s89_215V6.1	PHYPADRAFT_229978
Pp1s89_217V6.1	PHYPADRAFT_131600
Pp1s89_218V6.1	PHYPADRAFT_131564
Pp1s89_21V6.1	PHYPADRAFT_131575
Pp1s89_220V6.1	PHYPADRAFT_131588
Pp1s89_222V6.1	PHYPADRAFT_186088
Pp1s89_222V6.2	PHYPADRAFT_186088
Pp1s89_224V6.1	PHYPADRAFT_131461
Pp1s89_227V6.1	PHYPADRAFT_131513
Pp1s89_229V6.1	PHYPADRAFT_131542
Pp1s89_235V6.1	PHYPADRAFT_131512
Pp1s89_236V6.1	PHYPADRAFT_233561
Pp1s89_237V6.1	PHYPADRAFT_131518
Pp1s89_23V6.1	PHYPADRAFT_37483
Pp1s89_248V6.1	PHYPADRAFT_34842
Pp1s89_249V6.1	PHYPADRAFT_131500
Pp1s89_259V6.1	PHYPADRAFT_229992
Pp1s89_261V6.1	PHYPADRAFT_232454
Pp1s89_262V6.1	PHYPADRAFT_49268
Pp1s89_265V6.1	PHYPADRAFT_186100
Pp1s89_265V6.2	PHYPADRAFT_186100
Pp1s89_266V6.1	PHYPADRAFT_131539
Pp1s89_267V6.1	PHYPADRAFT_131553
Pp1s89_268V6.1	PHYPADRAFT_213475
Pp1s89_26V6.1	PHYPADRAFT_213389
Pp1s89_270V6.1	PHYPADRAFT_213479
Pp1s89_286V6.1	PHYPADRAFT_230001
Pp1s89_28V6.1	PHYPADRAFT_80742
Pp1s89_291V6.1	PHYPADRAFT_233569
Pp1s89_292V6.1	PHYPADRAFT_230004
Pp1s89_294V6.1	PHYPADRAFT_131459,PHYPADRAFT_230005
Pp1s89_298V6.1	PHYPADRAFT_230007
Pp1s89_29V6.1	PHYPADRAFT_80743
Pp1s89_29V6.2	PHYPADRAFT_80743
Pp1s89_302V6.1	PHYPADRAFT_233570
Pp1s89_30V6.1	PHYPADRAFT_229915
Pp1s89_32V6.1	PHYPADRAFT_18627
Pp1s89_32V6.2	PHYPADRAFT_18627
Pp1s89_34V6.1	PHYPADRAFT_80748
Pp1s89_36V6.1	PHYPADRAFT_229918
Pp1s89_46V6.1	PHYPADRAFT_229919
Pp1s89_47V6.1	PHYPADRAFT_229919
Pp1s89_52V6.1	PHYPADRAFT_80759
Pp1s89_56V6.1	PHYPADRAFT_213398
Pp1s89_5V6.1	PHYPADRAFT_233517
Pp1s89_62V6.1	PHYPADRAFT_131582
Pp1s89_64V6.1	PHYPADRAFT_80764
Pp1s89_67V6.1	PHYPADRAFT_131514
Pp1s89_68V6.1	PHYPADRAFT_49064
Pp1s89_69V6.1	PHYPADRAFT_80768
Pp1s89_69V6.2	PHYPADRAFT_80768,PHYPADRAFT_80769
Pp1s89_72V6.1	PHYPADRAFT_80770
Pp1s89_73V6.1	PHYPADRAFT_80771
Pp1s89_74V6.1	PHYPADRAFT_80771
Pp1s89_76V6.1	PHYPADRAFT_80772
Pp1s89_78V6.1	PHYPADRAFT_80773
Pp1s89_79V6.1	PHYPADRAFT_229935
Pp1s89_7V6.1	PHYPADRAFT_229904
Pp1s89_83V6.1	PHYPADRAFT_165484
Pp1s89_84V6.1	PHYPADRAFT_49866
Pp1s89_87V6.1	PHYPADRAFT_233534
Pp1s89_88V6.1	PHYPADRAFT_233535
Pp1s89_89V6.1	PHYPADRAFT_131592
Pp1s89_91V6.1	PHYPADRAFT_213413
Pp1s89_91V6.2	PHYPADRAFT_213413
Pp1s89_94V6.1	PHYPADRAFT_17941
Pp1s8_100V6.1	PHYPADRAFT_65846
Pp1s8_101V6.1	PHYPADRAFT_202186
Pp1s8_103V6.1	PHYPADRAFT_113811
Pp1s8_104V6.1	PHYPADRAFT_202191
Pp1s8_105V6.1	PHYPADRAFT_202190
Pp1s8_107V6.1	PHYPADRAFT_65852
Pp1s8_109V6.1	PHYPADRAFT_202196
Pp1s8_10V6.1	PHYPADRAFT_202144
Pp1s8_111V6.1	PHYPADRAFT_65854
Pp1s8_113V6.1	PHYPADRAFT_65855
Pp1s8_114V6.1	PHYPADRAFT_202199
Pp1s8_114V6.2	PHYPADRAFT_202199
Pp1s8_115V6.1	PHYPADRAFT_113936
Pp1s8_116V6.1	PHYPADRAFT_202204
Pp1s8_118V6.1	PHYPADRAFT_158959
Pp1s8_118V6.2	PHYPADRAFT_158959
Pp1s8_118V6.3	PHYPADRAFT_158959
Pp1s8_120V6.1	PHYPADRAFT_114028
Pp1s8_122V6.1	PHYPADRAFT_158962
Pp1s8_123V6.1	PHYPADRAFT_113937
Pp1s8_123V6.2	PHYPADRAFT_113937
Pp1s8_123V6.3	PHYPADRAFT_113937
Pp1s8_123V6.4	PHYPADRAFT_113937
Pp1s8_124V6.1	PHYPADRAFT_104532
Pp1s8_127V6.1	PHYPADRAFT_28324
Pp1s8_127V6.2	PHYPADRAFT_28324
Pp1s8_130V6.1	PHYPADRAFT_24068
Pp1s8_131V6.1	PHYPADRAFT_65868
Pp1s8_131V6.2	PHYPADRAFT_65868
Pp1s8_132V6.1	PHYPADRAFT_65869
Pp1s8_135V6.1	PHYPADRAFT_113911
Pp1s8_137V6.1	PHYPADRAFT_202222
Pp1s8_13V6.1	PHYPADRAFT_65809
Pp1s8_140V6.1	PHYPADRAFT_158970
Pp1s8_144V6.1	PHYPADRAFT_158971
Pp1s8_146V6.1	PHYPADRAFT_113981
Pp1s8_147V6.1	PHYPADRAFT_65875
Pp1s8_151V6.1	PHYPADRAFT_202226
Pp1s8_154V6.1	PHYPADRAFT_113866
Pp1s8_156V6.1	PHYPADRAFT_158977
Pp1s8_157V6.1	PHYPADRAFT_65881
Pp1s8_158V6.1	PHYPADRAFT_65881
Pp1s8_159V6.1	PHYPADRAFT_113845
Pp1s8_15V6.1	PHYPADRAFT_55238
Pp1s8_15V6.2	PHYPADRAFT_55238
Pp1s8_160V6.1	PHYPADRAFT_65883
Pp1s8_162V6.1	PHYPADRAFT_65883
Pp1s8_163V6.1	PHYPADRAFT_174716
Pp1s8_166V6.1	PHYPADRAFT_65885
Pp1s8_168V6.1	PHYPADRAFT_113929
Pp1s8_169V6.1	PHYPADRAFT_158980
Pp1s8_170V6.1	PHYPADRAFT_202239
Pp1s8_172V6.1	PHYPADRAFT_158982
Pp1s8_174V6.1	PHYPADRAFT_158983
Pp1s8_176V6.1	PHYPADRAFT_158984
Pp1s8_176V6.2	PHYPADRAFT_158984
Pp1s8_179V6.1	PHYPADRAFT_158985
Pp1s8_179V6.2	PHYPADRAFT_158985
Pp1s8_180V6.1	PHYPADRAFT_113891
Pp1s8_181V6.1	PHYPADRAFT_27246
Pp1s8_183V6.1	PHYPADRAFT_62252
Pp1s8_186V6.1	PHYPADRAFT_114029
Pp1s8_187V6.1	PHYPADRAFT_202242
Pp1s8_193V6.1	PHYPADRAFT_113971
Pp1s8_195V6.1	PHYPADRAFT_174728
Pp1s8_196V6.1	PHYPADRAFT_65902
Pp1s8_199V6.1	PHYPADRAFT_158993,PHYPADRAFT_65906
Pp1s8_1V6.2	PHYPADRAFT_113963
Pp1s8_201V6.1	PHYPADRAFT_65907
Pp1s8_201V6.2	PHYPADRAFT_65907
Pp1s8_203V6.1	PHYPADRAFT_65909
Pp1s8_203V6.2	PHYPADRAFT_65909
Pp1s8_205V6.1	PHYPADRAFT_65910
Pp1s8_205V6.2	PHYPADRAFT_65910
Pp1s8_207V6.1	PHYPADRAFT_158994
Pp1s8_209V6.1	PHYPADRAFT_65913
Pp1s8_222V6.1	PHYPADRAFT_65918
Pp1s8_226V6.1	PHYPADRAFT_65919
Pp1s8_227V6.1	PHYPADRAFT_65919
Pp1s8_237V6.1	PHYPADRAFT_65921
Pp1s8_239V6.1	PHYPADRAFT_174734
Pp1s8_240V6.1	PHYPADRAFT_202254
Pp1s8_240V6.2	PHYPADRAFT_202254
Pp1s8_244V6.1	PHYPADRAFT_113859
Pp1s8_249V6.1	PHYPADRAFT_158998
Pp1s8_24V6.1	PHYPADRAFT_104518
Pp1s8_250V6.1	PHYPADRAFT_65929
Pp1s8_260V6.1	PHYPADRAFT_104540
Pp1s8_260V6.2	PHYPADRAFT_104540
Pp1s8_261V6.1	PHYPADRAFT_159000
Pp1s8_262V6.1	PHYPADRAFT_65933
Pp1s8_263V6.1	PHYPADRAFT_113908
Pp1s8_265V6.1	PHYPADRAFT_65935
Pp1s8_270V6.1	PHYPADRAFT_25801
Pp1s8_271V6.1	PHYPADRAFT_202266
Pp1s8_276V6.1	PHYPADRAFT_65939
Pp1s8_277V6.1	PHYPADRAFT_65940
Pp1s8_278V6.1	PHYPADRAFT_104542
Pp1s8_278V6.2	PHYPADRAFT_104542
Pp1s8_280V6.1	PHYPADRAFT_65942
Pp1s8_282V6.1	PHYPADRAFT_113976
Pp1s8_285V6.1	PHYPADRAFT_202273
Pp1s8_286V6.1	PHYPADRAFT_65945
Pp1s8_288V6.1	PHYPADRAFT_202276
Pp1s8_294V6.1	PHYPADRAFT_65947
Pp1s8_297V6.1	PHYPADRAFT_113830
Pp1s8_299V6.1	PHYPADRAFT_23912
Pp1s8_299V6.2	PHYPADRAFT_23912
Pp1s8_29V6.1	PHYPADRAFT_65813
Pp1s8_302V6.1	PHYPADRAFT_159009
Pp1s8_304V6.1	PHYPADRAFT_104545
Pp1s8_307V6.1	PHYPADRAFT_27459
Pp1s8_307V6.2	PHYPADRAFT_27459
Pp1s8_30V6.1	PHYPADRAFT_113930
Pp1s8_311V6.1	PHYPADRAFT_174773
Pp1s8_312V6.1	PHYPADRAFT_202293
Pp1s8_313V6.1	PHYPADRAFT_55274
Pp1s8_315V6.1	PHYPADRAFT_27011
Pp1s8_33V6.1	PHYPADRAFT_158934
Pp1s8_34V6.1	PHYPADRAFT_65816
Pp1s8_36V6.1	PHYPADRAFT_26565
Pp1s8_39V6.1	PHYPADRAFT_174634
Pp1s8_3V6.1	PHYPADRAFT_109446
Pp1s8_3V6.2	PHYPADRAFT_109446
Pp1s8_3V6.3	PHYPADRAFT_109446
Pp1s8_3V6.4	PHYPADRAFT_109446
Pp1s8_42V6.1	PHYPADRAFT_65819
Pp1s8_43V6.1	PHYPADRAFT_65819
Pp1s8_46V6.1	PHYPADRAFT_65820
Pp1s8_52V6.1	PHYPADRAFT_174637
Pp1s8_54V6.1	PHYPADRAFT_52777
Pp1s8_56V6.1	PHYPADRAFT_113939
Pp1s8_62V6.1	PHYPADRAFT_65827
Pp1s8_62V6.2	PHYPADRAFT_65827
Pp1s8_63V6.1	PHYPADRAFT_174639
Pp1s8_65V6.1	PHYPADRAFT_65829
Pp1s8_66V6.1	PHYPADRAFT_174644
Pp1s8_66V6.2	PHYPADRAFT_174644
Pp1s8_66V6.3	PHYPADRAFT_174644
Pp1s8_66V6.4	PHYPADRAFT_174644
Pp1s8_67V6.1	PHYPADRAFT_65831,PHYPADRAFT_65832
Pp1s8_69V6.1	PHYPADRAFT_65833
Pp1s8_6V6.1	PHYPADRAFT_26870
Pp1s8_70V6.1	PHYPADRAFT_174645
Pp1s8_71V6.1	PHYPADRAFT_65836
Pp1s8_73V6.1	PHYPADRAFT_158943
Pp1s8_73V6.2	PHYPADRAFT_158943
Pp1s8_73V6.3	PHYPADRAFT_158943
Pp1s8_74V6.1	PHYPADRAFT_158944
Pp1s8_74V6.2	PHYPADRAFT_158944
Pp1s8_74V6.3	PHYPADRAFT_158944
Pp1s8_80V6.1	PHYPADRAFT_158945
Pp1s8_81V6.1	PHYPADRAFT_158946
Pp1s8_84V6.1	PHYPADRAFT_113818
Pp1s8_86V6.1	PHYPADRAFT_174654
Pp1s8_88V6.1	PHYPADRAFT_104525
Pp1s8_91V6.1	PHYPADRAFT_65844
Pp1s8_92V6.1	PHYPADRAFT_65844
Pp1s8_95V6.1	PHYPADRAFT_104526
Pp1s8_9V6.1	PHYPADRAFT_158928
Pp1s9014_1V6.1	PHYPADRAFT_104161
Pp1s9045_2V6.1	PHYPADRAFT_104162
Pp1s9067_2V6.1	PHYPADRAFT_104166
Pp1s9092_1V6.1	PHYPADRAFT_104167
Pp1s90_100V6.1	PHYPADRAFT_131688
Pp1s90_101V6.1	PHYPADRAFT_165529
Pp1s90_103V6.1	PHYPADRAFT_213529
Pp1s90_110V6.1	PHYPADRAFT_213530
Pp1s90_110V6.2	PHYPADRAFT_213530
Pp1s90_110V6.3	PHYPADRAFT_213530
Pp1s90_110V6.4	PHYPADRAFT_213530
Pp1s90_113V6.1	PHYPADRAFT_80924
Pp1s90_114V6.1	PHYPADRAFT_80924
Pp1s90_118V6.1	PHYPADRAFT_165532
Pp1s90_119V6.1	PHYPADRAFT_165533
Pp1s90_121V6.1	PHYPADRAFT_186168
Pp1s90_121V6.2	PHYPADRAFT_186168
Pp1s90_129V6.1	PHYPADRAFT_165535
Pp1s90_12V6.1	PHYPADRAFT_80864
Pp1s90_132V6.1	PHYPADRAFT_131664,PHYPADRAFT_80933
Pp1s90_133V6.1	PHYPADRAFT_186171
Pp1s90_133V6.2	PHYPADRAFT_186171
Pp1s90_134V6.1	PHYPADRAFT_186171
Pp1s90_137V6.1	PHYPADRAFT_106667
Pp1s90_139V6.1	PHYPADRAFT_131633
Pp1s90_139V6.2	PHYPADRAFT_131633
Pp1s90_13V6.1	PHYPADRAFT_131788
Pp1s90_140V6.1	PHYPADRAFT_58120
Pp1s90_140V6.2	PHYPADRAFT_58120
Pp1s90_144V6.1	PHYPADRAFT_80945
Pp1s90_146V6.1	PHYPADRAFT_165542
Pp1s90_147V6.1	PHYPADRAFT_186186
Pp1s90_152V6.1	PHYPADRAFT_131685
Pp1s90_152V6.2	PHYPADRAFT_131685
Pp1s90_153V6.1	PHYPADRAFT_80949
Pp1s90_155V6.1	PHYPADRAFT_131724
Pp1s90_155V6.2	PHYPADRAFT_131724
Pp1s90_156V6.1	PHYPADRAFT_39519
Pp1s90_158V6.1	PHYPADRAFT_165546
Pp1s90_160V6.1	PHYPADRAFT_131651
Pp1s90_162V6.1	PHYPADRAFT_80954
Pp1s90_165V6.1	PHYPADRAFT_80956
Pp1s90_166V6.1	PHYPADRAFT_80956
Pp1s90_171V6.1	PHYPADRAFT_18085
Pp1s90_171V6.2	PHYPADRAFT_18085
Pp1s90_172V6.1	PHYPADRAFT_165548
Pp1s90_173V6.1	PHYPADRAFT_80960
Pp1s90_174V6.1	PHYPADRAFT_131711,PHYPADRAFT_80960
Pp1s90_180V6.1	PHYPADRAFT_131713
Pp1s90_181V6.1	PHYPADRAFT_80966
Pp1s90_184V6.1	PHYPADRAFT_48356
Pp1s90_192V6.1	PHYPADRAFT_165552
Pp1s90_194V6.1	PHYPADRAFT_13587
Pp1s90_196V6.1	PHYPADRAFT_58125
Pp1s90_198V6.1	PHYPADRAFT_80973
Pp1s90_1V6.1	PHYPADRAFT_165496
Pp1s90_202V6.1	PHYPADRAFT_213572
Pp1s90_203V6.1	PHYPADRAFT_213572
Pp1s90_208V6.1	PHYPADRAFT_131781
Pp1s90_210V6.1	PHYPADRAFT_42446
Pp1s90_212V6.1	PHYPADRAFT_80977
Pp1s90_214V6.1	PHYPADRAFT_80978
Pp1s90_215V6.1	PHYPADRAFT_131734
Pp1s90_215V6.2	PHYPADRAFT_131734
Pp1s90_220V6.1	PHYPADRAFT_213576
Pp1s90_220V6.2	PHYPADRAFT_213576
Pp1s90_221V6.1	PHYPADRAFT_165556
Pp1s90_222V6.1	PHYPADRAFT_165557
Pp1s90_223V6.1	PHYPADRAFT_186212
Pp1s90_225V6.1	PHYPADRAFT_186213
Pp1s90_225V6.3	PHYPADRAFT_186213
Pp1s90_225V6.4	PHYPADRAFT_186213
Pp1s90_225V6.5	PHYPADRAFT_186213
Pp1s90_226V6.1	PHYPADRAFT_165560
Pp1s90_229V6.1	PHYPADRAFT_80987
Pp1s90_22V6.1	PHYPADRAFT_80871
Pp1s90_234V6.1	PHYPADRAFT_80989
Pp1s90_238V6.1	PHYPADRAFT_10529
Pp1s90_23V6.1	PHYPADRAFT_186119
Pp1s90_240V6.1	PHYPADRAFT_165563
Pp1s90_240V6.2	PHYPADRAFT_165563
Pp1s90_242V6.1	PHYPADRAFT_80992
Pp1s90_243V6.1	PHYPADRAFT_131761
Pp1s90_244V6.1	PHYPADRAFT_213586
Pp1s90_245V6.1	PHYPADRAFT_12171
Pp1s90_247V6.1	PHYPADRAFT_12171
Pp1s90_24V6.1	PHYPADRAFT_165503
Pp1s90_25V6.1	PHYPADRAFT_213492
Pp1s90_28V6.1	PHYPADRAFT_213493
Pp1s90_28V6.2	PHYPADRAFT_213493
Pp1s90_28V6.3	PHYPADRAFT_213493
Pp1s90_28V6.4	PHYPADRAFT_213493
Pp1s90_29V6.1	PHYPADRAFT_34992
Pp1s90_2V6.1	PHYPADRAFT_186114
Pp1s90_2V6.2	PHYPADRAFT_186114
Pp1s90_35V6.2	PHYPADRAFT_80880
Pp1s90_36V6.1	PHYPADRAFT_165508
Pp1s90_37V6.1	PHYPADRAFT_165508
Pp1s90_3V6.1	PHYPADRAFT_165498
Pp1s90_40V6.1	PHYPADRAFT_131728
Pp1s90_44V6.1	PHYPADRAFT_213502
Pp1s90_44V6.2	PHYPADRAFT_213502
Pp1s90_46V6.1	PHYPADRAFT_186135
Pp1s90_50V6.1	PHYPADRAFT_131686
Pp1s90_51V6.1	PHYPADRAFT_165514
Pp1s90_53V6.1	PHYPADRAFT_80891
Pp1s90_53V6.2	PHYPADRAFT_80891
Pp1s90_55V6.1	PHYPADRAFT_106658
Pp1s90_57V6.1	PHYPADRAFT_80894
Pp1s90_59V6.1	PHYPADRAFT_80895
Pp1s90_6V6.1	PHYPADRAFT_80862
Pp1s90_70V6.1	PHYPADRAFT_80897
Pp1s90_71V6.1	PHYPADRAFT_80897
Pp1s90_74V6.1	PHYPADRAFT_131655
Pp1s90_77V6.1	PHYPADRAFT_186148
Pp1s90_78V6.1	PHYPADRAFT_58108
Pp1s90_83V6.1	PHYPADRAFT_165521
Pp1s90_83V6.2	PHYPADRAFT_165521
Pp1s90_85V6.1	PHYPADRAFT_131669
Pp1s90_85V6.2	PHYPADRAFT_131669
Pp1s90_85V6.3	PHYPADRAFT_131669
Pp1s90_85V6.4	PHYPADRAFT_131669
Pp1s90_86V6.1	PHYPADRAFT_80908,PHYPADRAFT_80909
Pp1s90_93V6.1	PHYPADRAFT_110005
Pp1s90_95V6.1	PHYPADRAFT_131719
Pp1s90_96V6.1	PHYPADRAFT_131736
Pp1s90_97V6.1	PHYPADRAFT_131770
Pp1s90_98V6.1	PHYPADRAFT_186157
Pp1s90_9V6.1	PHYPADRAFT_80863
Pp1s9105_1V6.1	PHYPADRAFT_104168
Pp1s9127_1V6.1	PHYPADRAFT_104170
Pp1s9137_2V6.1	PHYPADRAFT_104171
Pp1s9151_2V6.1	PHYPADRAFT_104172
Pp1s9155_2V6.1	PHYPADRAFT_104173
Pp1s9176_1V6.1	PHYPADRAFT_104174
Pp1s9180_1V6.1	PHYPADRAFT_104175
Pp1s91_100V6.1	PHYPADRAFT_81048
Pp1s91_101V6.1	PHYPADRAFT_131799
Pp1s91_106V6.1	PHYPADRAFT_230060
Pp1s91_106V6.2	PHYPADRAFT_230060
Pp1s91_107V6.1	PHYPADRAFT_213645
Pp1s91_108V6.1	PHYPADRAFT_213647
Pp1s91_109V6.1	PHYPADRAFT_58148
Pp1s91_10V6.1	PHYPADRAFT_230011
Pp1s91_111V6.1	PHYPADRAFT_213651
Pp1s91_112V6.1	PHYPADRAFT_233603
Pp1s91_112V6.2	PHYPADRAFT_233603
Pp1s91_113V6.1	PHYPADRAFT_81056
Pp1s91_116V6.1	PHYPADRAFT_165601
Pp1s91_116V6.2	PHYPADRAFT_165601
Pp1s91_116V6.3	PHYPADRAFT_165601
Pp1s91_120V6.1	PHYPADRAFT_131956
Pp1s91_122V6.1	PHYPADRAFT_213657
Pp1s91_122V6.2	PHYPADRAFT_213657
Pp1s91_124V6.1	PHYPADRAFT_131980
Pp1s91_127V6.1	PHYPADRAFT_131992
Pp1s91_127V6.2	PHYPADRAFT_131992
Pp1s91_127V6.3	PHYPADRAFT_131992
Pp1s91_129V6.1	PHYPADRAFT_230074
Pp1s91_133V6.1	PHYPADRAFT_213665
Pp1s91_134V6.1	PHYPADRAFT_131891
Pp1s91_135V6.1	PHYPADRAFT_233612
Pp1s91_136V6.1	PHYPADRAFT_131855
Pp1s91_137V6.1	PHYPADRAFT_230080
Pp1s91_138V6.1	PHYPADRAFT_81072
Pp1s91_139V6.1	PHYPADRAFT_230082
Pp1s91_13V6.1	PHYPADRAFT_131930,PHYPADRAFT_165567
Pp1s91_140V6.1	PHYPADRAFT_234920
Pp1s91_142V6.1	PHYPADRAFT_13349
Pp1s91_143V6.1	PHYPADRAFT_165615
Pp1s91_144V6.1	PHYPADRAFT_233619
Pp1s91_146V6.1	PHYPADRAFT_58158
Pp1s91_147V6.1	PHYPADRAFT_186315
Pp1s91_149V6.1	PHYPADRAFT_131856
Pp1s91_149V6.2	PHYPADRAFT_131856
Pp1s91_149V6.3	PHYPADRAFT_131856
Pp1s91_149V6.4	PHYPADRAFT_131856
Pp1s91_149V6.5	PHYPADRAFT_131856
Pp1s91_150V6.1	PHYPADRAFT_165621
Pp1s91_150V6.2	PHYPADRAFT_165621
Pp1s91_151V6.1	PHYPADRAFT_230094
Pp1s91_154V6.1	PHYPADRAFT_213687
Pp1s91_154V6.2	PHYPADRAFT_81087
Pp1s91_156V6.1	PHYPADRAFT_230096
Pp1s91_15V6.1	PHYPADRAFT_131832
Pp1s91_15V6.2	PHYPADRAFT_131832
Pp1s91_165V6.1	PHYPADRAFT_16779
Pp1s91_167V6.1	PHYPADRAFT_233626
Pp1s91_167V6.2	PHYPADRAFT_233626
Pp1s91_168V6.1	PHYPADRAFT_233626
Pp1s91_16V6.1	PHYPADRAFT_186228
Pp1s91_170V6.1	PHYPADRAFT_234923
Pp1s91_170V6.2	PHYPADRAFT_234923
Pp1s91_170V6.3	PHYPADRAFT_234923
Pp1s91_172V6.1	PHYPADRAFT_230101
Pp1s91_180V6.1	PHYPADRAFT_131898
Pp1s91_181V6.1	PHYPADRAFT_213698
Pp1s91_182V6.1	PHYPADRAFT_213701
Pp1s91_192V6.1	PHYPADRAFT_186336
Pp1s91_195V6.1	PHYPADRAFT_131934
Pp1s91_206V6.1	PHYPADRAFT_38771
Pp1s91_206V6.2	PHYPADRAFT_38771
Pp1s91_215V6.1	PHYPADRAFT_233634
Pp1s91_219V6.1	PHYPADRAFT_230111,PHYPADRAFT_232493
Pp1s91_219V6.2	PHYPADRAFT_230111,PHYPADRAFT_232493
Pp1s91_231V6.1	PHYPADRAFT_213715
Pp1s91_234V6.1	PHYPADRAFT_186352
Pp1s91_238V6.1	PHYPADRAFT_131806
Pp1s91_239V6.1	PHYPADRAFT_233642
Pp1s91_23V6.1	PHYPADRAFT_230017
Pp1s91_241V6.1	PHYPADRAFT_131940
Pp1s91_243V6.1	PHYPADRAFT_234931
Pp1s91_243V6.2	PHYPADRAFT_234931
Pp1s91_243V6.3	PHYPADRAFT_234931
Pp1s91_247V6.1	PHYPADRAFT_131843
Pp1s91_249V6.1	PHYPADRAFT_234933
Pp1s91_24V6.1	PHYPADRAFT_165572,PHYPADRAFT_233577
Pp1s91_27V6.1	PHYPADRAFT_234904
Pp1s91_30V6.1	PHYPADRAFT_232463
Pp1s91_35V6.1	PHYPADRAFT_186237
Pp1s91_36V6.1	PHYPADRAFT_131859
Pp1s91_37V6.1	PHYPADRAFT_131822
Pp1s91_39V6.1	PHYPADRAFT_186245
Pp1s91_39V6.2	PHYPADRAFT_186245
Pp1s91_40V6.1	PHYPADRAFT_230027
Pp1s91_41V6.1	PHYPADRAFT_165579
Pp1s91_42V6.1	PHYPADRAFT_131920
Pp1s91_43V6.1	PHYPADRAFT_131965
Pp1s91_44V6.1	PHYPADRAFT_81022
Pp1s91_45V6.1	PHYPADRAFT_81022
Pp1s91_47V6.1	PHYPADRAFT_81023
Pp1s91_49V6.1	PHYPADRAFT_81024
Pp1s91_54V6.2	PHYPADRAFT_131838
Pp1s91_54V6.3	PHYPADRAFT_131838
Pp1s91_57V6.1	PHYPADRAFT_131969
Pp1s91_57V6.2	PHYPADRAFT_131969
Pp1s91_58V6.1	PHYPADRAFT_230038
Pp1s91_59V6.1	PHYPADRAFT_213616
Pp1s91_60V6.1	PHYPADRAFT_47163
Pp1s91_64V6.1	PHYPADRAFT_165585
Pp1s91_64V6.2	PHYPADRAFT_165585
Pp1s91_64V6.3	PHYPADRAFT_165585
Pp1s91_72V6.1	PHYPADRAFT_131917
Pp1s91_74V6.1	PHYPADRAFT_186256
Pp1s91_78V6.1	PHYPADRAFT_131941
Pp1s91_7V6.1	PHYPADRAFT_230010
Pp1s91_80V6.1	PHYPADRAFT_165587
Pp1s91_80V6.2	PHYPADRAFT_165587
Pp1s91_85V6.1	PHYPADRAFT_81037
Pp1s91_87V6.1	PHYPADRAFT_165589
Pp1s91_88V6.1	PHYPADRAFT_213630
Pp1s91_91V6.1	PHYPADRAFT_165591
Pp1s91_92V6.1	PHYPADRAFT_131811
Pp1s91_92V6.2	PHYPADRAFT_131811
Pp1s91_93V6.1	PHYPADRAFT_19709
Pp1s91_93V6.2	PHYPADRAFT_19709
Pp1s91_94V6.1	PHYPADRAFT_230053
Pp1s91_96V6.1	PHYPADRAFT_131952
Pp1s91_98V6.1	PHYPADRAFT_131844
Pp1s9201_2V6.1	PHYPADRAFT_104178
Pp1s9204_1V6.1	PHYPADRAFT_104179
Pp1s9236_1V6.1	PHYPADRAFT_104181
Pp1s9236_2V6.1	PHYPADRAFT_104182
Pp1s9258_1V6.1	PHYPADRAFT_104184
Pp1s9268_2V6.1	PHYPADRAFT_104185
Pp1s926_1V6.1	PHYPADRAFT_173749
Pp1s9273_2V6.1	PHYPADRAFT_104186
Pp1s9287_1V6.1	PHYPADRAFT_104188
Pp1s9294_1V6.1	PHYPADRAFT_9808
Pp1s92_100V6.1	PHYPADRAFT_165644
Pp1s92_101V6.1	PHYPADRAFT_165645
Pp1s92_104V6.1	PHYPADRAFT_230163
Pp1s92_105V6.1	PHYPADRAFT_213766
Pp1s92_10V6.1	PHYPADRAFT_132041
Pp1s92_112V6.1	PHYPADRAFT_132042,PHYPADRAFT_230166
Pp1s92_122V6.1	PHYPADRAFT_132006,PHYPADRAFT_230167
Pp1s92_14V6.1	PHYPADRAFT_230135
Pp1s92_27V6.1	PHYPADRAFT_132044
Pp1s92_27V6.2	PHYPADRAFT_132044
Pp1s92_29V6.1	PHYPADRAFT_132047
Pp1s92_30V6.1	PHYPADRAFT_233656
Pp1s92_33V6.1	PHYPADRAFT_230140
Pp1s92_35V6.1	PHYPADRAFT_81147
Pp1s92_3V6.1	PHYPADRAFT_165627
Pp1s92_41V6.1	PHYPADRAFT_81151
Pp1s92_44V6.1	PHYPADRAFT_213747
Pp1s92_44V6.2	PHYPADRAFT_213747
Pp1s92_44V6.3	PHYPADRAFT_213747
Pp1s92_45V6.1	PHYPADRAFT_213752
Pp1s92_47V6.1	PHYPADRAFT_233661
Pp1s92_47V6.2	PHYPADRAFT_233661
Pp1s92_53V6.1	PHYPADRAFT_62870
Pp1s92_53V6.2	PHYPADRAFT_62870
Pp1s92_55V6.1	PHYPADRAFT_81163
Pp1s92_55V6.2	PHYPADRAFT_81163
Pp1s92_55V6.3	PHYPADRAFT_81163
Pp1s92_56V6.1	PHYPADRAFT_81163
Pp1s92_57V6.1	PHYPADRAFT_81163
Pp1s92_58V6.1	PHYPADRAFT_81163
Pp1s92_5V6.1	PHYPADRAFT_132054
Pp1s92_5V6.2	PHYPADRAFT_132054
Pp1s92_5V6.3	PHYPADRAFT_132054
Pp1s92_60V6.1	PHYPADRAFT_81163
Pp1s92_62V6.1	PHYPADRAFT_186392
