accession	annotator_id	csid	date	value	source
Pp1s224_120V6.1	cosmoss		2009-06-30 12:36:46	ABCC2	cosmoss|V1.2-5_mapping_Phypa_194836
Pp1s198_18V6.1	cosmoss		2009-06-30 12:36:44	CPD1501	cosmoss|V1.2-5_mapping_Phypa_143027
Pp1s163_66V6.1	cosmoss		2009-06-30 12:36:41	PRMT1506	cosmoss|V1.2-5_mapping_Phypa_218804
Pp1s147_27V6.1	cosmoss		2009-06-30 12:36:39	TYN12	cosmoss|V1.2-5_mapping_Phypa_86528
Pp1s147_28V6.1	cosmoss		2009-06-30 12:36:39	TYN12	cosmoss|V1.2-5_mapping_Phypa_86528
Pp1s96_114V6.1	cosmoss		2009-06-30 12:36:32	HTR1502	cosmoss|V1.2-5_mapping_Phypa_165771
Pp1s81_144V6.1	cosmoss		2009-06-30 12:36:30	PRR4	cosmoss|V1.2-5_mapping_Phypa_165029
Pp1s81_144V6.2	cosmoss		2009-06-30 12:36:30	PRR4	cosmoss|V1.2-5_mapping_Phypa_165029
Pp1s81_145V6.1	cosmoss		2009-06-30 12:36:30	PRR4	cosmoss|V1.2-5_mapping_Phypa_165029
Pp1s79_156V6.1	cosmoss		2009-06-30 12:36:29	MSCL9	cosmoss|V1.2-5_mapping_Phypa_129972
Pp1s72_316V6.1	cosmoss		2009-06-30 12:36:28	RABC12	cosmoss|V1.2-5_mapping_Phypa_128712
Pp1s41_302V6.1	cosmoss		2009-06-30 12:36:22	SNLB	cosmoss|V1.2-5_mapping_Phypa_122612
Pp1s28_110V6.1	cosmoss		2009-06-30 12:36:18	PRMT1507	cosmoss|V1.2-5_mapping_Phypa_70458
Pp1s28_111V6.1	cosmoss		2009-06-30 12:36:18	PRMT1507	cosmoss|V1.2-5_mapping_Phypa_70458
Pp1s21_410V6.1	cosmoss		2009-06-30 12:36:16	ETR5	cosmoss|V1.2-5_mapping_Phypa_55876
Pp1s19_18V6.1	cosmoss		2009-06-30 12:36:15	BRWD1501	cosmoss|V1.2-5_mapping_Phypa_176689
Pp1s6_342V6.1	cosmoss		2009-06-30 12:36:12	ARL5A1	cosmoss|V1.2-5_mapping_Phypa_104464
Pp1s2_218V6.1	cosmoss		2009-06-30 12:36:10	HFO1511	cosmoss|V1.2-5_mapping_Phypa_54981
Pp1s1_60V6.1	cosmoss		2009-06-30 12:36:09	ABCB7	cosmoss|V1.2-5_mapping_Phypa_63650
Pp1s1963_1V6.1	cosmoss		2009-06-30 12:36:08	HTR1515	cosmoss|V1.2-5_mapping_Phypa_157798
Pp1s456_3V6.1	cosmoss		2009-06-30 12:36:07	PAL1B	cosmoss|V1.2-5_mapping_Phypa_200712
Pp1s456_3V6.2	cosmoss		2009-06-30 12:36:07	PAL1B	cosmoss|V1.2-5_mapping_Phypa_200712
Pp1s378_30V6.1	cosmoss		2009-06-30 12:36:05	HFO1503	cosmoss|V1.2-5_mapping_Phypa_152862
Pp1s333_54V6.1	cosmoss		2009-06-30 12:36:03	NFF1501	cosmoss|V1.2-5_mapping_Phypa_97731
Pp1s338_9V6.1	cosmoss		2009-06-30 12:36:03	PAFB1501	cosmoss|V1.2-5_mapping_Phypa_97917
Pp1s306_80V6.1	cosmoss		2009-06-30 12:36:01	ABCG5	cosmoss|V1.2-5_mapping_Phypa_197808
Pp1s306_80V6.2	cosmoss		2009-06-30 12:36:01	ABCG5	cosmoss|V1.2-5_mapping_Phypa_197808
Pp1s259_122V6.1	cosmoss		2009-06-30 12:35:59	BRD1501	cosmoss|V1.2-5_mapping_Phypa_170771
Pp1s269_22V6.1	cosmoss		2009-06-30 12:35:59	VAMP72B2	cosmoss|V1.2-5_mapping_Phypa_196549
Pp1s243_11V6.1	cosmoss		2009-06-30 12:35:58	ABCI18	cosmoss|V1.2-5_mapping_Phypa_146403
Pp1s213_89V6.1	cosmoss		2009-06-30 12:35:55	LAX3	cosmoss|V1.2-5_mapping_Phypa_60053
Pp1s161_60V6.1	cosmoss		2009-06-30 12:35:50	MSCL6	cosmoss|V1.2-5_mapping_Phypa_139912
Pp1s148_154V6.2	cosmoss		2009-06-30 12:35:49	ALDH11E	cosmoss|V1.2-5_mapping_Phypa_232053
Pp1s148_155V6.1	cosmoss		2009-06-30 12:35:49	ALDH11E	cosmoss|V1.2-5_mapping_Phypa_232053
Pp1s152_24V6.1	cosmoss		2009-06-30 12:35:49	LAL1	cosmoss|V1.2-5_mapping_Phypa_138993
Pp1s143_48V6.1	cosmoss		2009-06-30 12:35:48	ABCA3	cosmoss|V1.2-5_mapping_Phypa_190218
Pp1s143_51V6.1	cosmoss		2009-06-30 12:35:48	ABCA3	cosmoss|V1.2-5_mapping_Phypa_190218
Pp1s147_153V6.1	cosmoss		2009-06-30 12:35:48	GPA1	cosmoss|V1.2-5_mapping_Phypa_190525
Pp1s131_109V6.1	cosmoss		2009-06-30 12:35:46	ARID1503	cosmoss|V1.2-5_mapping_Phypa_13411
Pp1s126_141V6.1	cosmoss		2009-06-30 12:35:45	SIG1	cosmoss|V1.2-5_mapping_Phypa_166875
Pp1s126_141V6.2	cosmoss		2009-06-30 12:35:45	SIG1	cosmoss|V1.2-5_mapping_Phypa_166875
Pp1s114_151V6.1	cosmoss		2009-06-30 12:35:44	N3	cosmoss|V1.2-5_mapping_Phypa_166399
Pp1s110_124V6.1	cosmoss		2009-06-30 12:35:43	AGO1504	cosmoss|V1.2-5_mapping_Phypa_134255
Pp1s90_244V6.1	cosmoss		2009-06-30 12:35:40	CESA4	cosmoss|V1.2-5_mapping_Phypa_213586
Pp1s91_41V6.1	cosmoss		2009-06-30 12:35:40	HMTA1501	cosmoss|V1.2-5_mapping_Phypa_165579
Pp1s70_182V6.1	cosmoss		2009-06-30 12:35:37	LOX7	cosmoss|V1.2-5_mapping_Phypa_184078
Pp1s70_182V6.2	cosmoss		2009-06-30 12:35:37	LOX7	cosmoss|V1.2-5_mapping_Phypa_184078
Pp1s63_99V6.1	cosmoss		2009-06-30 12:35:36	ABCI14	cosmoss|V1.2-5_mapping_Phypa_127149
Pp1s51_133V6.1	cosmoss		2009-06-30 12:35:33	SWDC1502	cosmoss|V1.2-5_mapping_Phypa_56981
Pp1s37_304V6.1	cosmoss		2009-06-30 12:35:30	ARFB21	cosmoss|V1.2-5_mapping_Phypa_207202
Pp1s28_182V6.1	cosmoss		2009-06-30 12:35:27	AGO1A	cosmoss|V1.2-5_mapping_Phypa_205541
Pp1s20_166V6.1	cosmoss		2009-06-30 12:35:25	ERL1D	cosmoss|V1.2-5_mapping_Phypa_20340
Pp1s20_166V6.2	cosmoss		2009-06-30 12:35:25	ERL1D	cosmoss|V1.2-5_mapping_Phypa_20340
Pp1s20_166V6.3	cosmoss		2009-06-30 12:35:25	ERL1D	cosmoss|V1.2-5_mapping_Phypa_20340
Pp1s6_425V6.1	cosmoss		2009-06-30 12:35:21	NDPK6	cosmoss|V1.2-5_mapping_Phypa_113184
Pp1s7_194V6.1	cosmoss		2009-06-30 12:35:21	AGO1B	cosmoss|V1.2-5_mapping_Phypa_158832
Pp1s410_38V6.1	cosmoss		2009-06-30 12:35:17	HTR1508	cosmoss|V1.2-5_mapping_Phypa_61628
Pp1s456_7V6.1	cosmoss		2009-06-30 12:35:17	SDG1521	cosmoss|V1.2-5_mapping_Phypa_227869
Pp1s355_56V6.1	cosmoss		2009-06-30 12:35:15	BET1A2	cosmoss|V1.2-5_mapping_Phypa_108956
Pp1s355_56V6.2	cosmoss		2009-06-30 12:35:15	BET1A2	cosmoss|V1.2-5_mapping_Phypa_108956
Pp1s376_3V6.1	cosmoss		2009-06-30 12:35:15	YDG1501	cosmoss|V1.2-5_mapping_Phypa_152776
Pp1s376_3V6.2	cosmoss		2009-06-30 12:35:15	YDG1501	cosmoss|V1.2-5_mapping_Phypa_152776
Pp1s376_3V6.3	cosmoss		2009-06-30 12:35:15	YDG1501	cosmoss|V1.2-5_mapping_Phypa_152776
Pp1s376_3V6.4	cosmoss		2009-06-30 12:35:15	YDG1501	cosmoss|V1.2-5_mapping_Phypa_152776
Pp1s317_10V6.1	cosmoss		2009-06-30 12:35:13	CHR1544	cosmoss|V1.2-5_mapping_Phypa_34
Pp1s291_19V6.1	cosmoss		2009-06-30 12:35:11	CHR1536	cosmoss|V1.2-5_mapping_Phypa_95912
Pp1s291_20V6.1	cosmoss		2009-06-30 12:35:11	CHR1536	cosmoss|V1.2-5_mapping_Phypa_95912
Pp1s223_76V6.1	cosmoss		2009-06-30 12:35:07	ABCC9	cosmoss|V1.2-5_mapping_Phypa_221970
Pp1s224_112V6.1	cosmoss		2009-06-30 12:35:07	SYP4A1	cosmoss|V1.2-5_mapping_Phypa_169929
Pp1s173_134V6.1	cosmoss		2009-06-30 12:35:03	AGO1C	cosmoss|V1.2-5_mapping_Phypa_141045
Pp1s148_148V6.1	cosmoss		2009-06-30 12:35:01	AGO1507	cosmoss|V1.2-5_mapping_Phypa_48437
Pp1s142_41V6.1	cosmoss		2009-06-30 12:35:00	HDA1508	cosmoss|V1.2-5_mapping_Phypa_190158
Pp1s144_35V6.1	cosmoss		2009-06-30 12:35:00	GTA1501	cosmoss|V1.2-5_mapping_Phypa_138209
Pp1s125_77V6.1	cosmoss		2009-06-30 12:34:58	ABCF7	cosmoss|V1.2-5_mapping_Phypa_30640
Pp1s127_95V6.1	cosmoss		2009-06-30 12:34:58	HDA1502	cosmoss|V1.2-5_mapping_Phypa_189033
Pp1s100_228V6.1	cosmoss		2009-06-30 12:34:55	NRT2;2	cosmoss|V1.2-5_mapping_Phypa_82118
Pp1s103_62V6.2	cosmoss		2009-06-30 12:34:55	SYP7B1	cosmoss|V1.2-5_mapping_Phypa_133406
Pp1s96_216V6.1	cosmoss		2009-06-30 12:34:55	CPK1	cosmoss|V1.2-5_mapping_Phypa_186654
Pp1s96_216V6.2	cosmoss		2009-06-30 12:34:55	CPK1	cosmoss|V1.2-5_mapping_Phypa_186654
Pp1s96_216V6.3	cosmoss		2009-06-30 12:34:55	CPK1	cosmoss|V1.2-5_mapping_Phypa_186654
Pp1s83_240V6.1	cosmoss		2009-06-30 12:34:53	HFO1510	cosmoss|V1.2-5_mapping_Phypa_57949
Pp1s66_144V6.1	cosmoss		2009-06-30 12:34:50	CHR1450	cosmoss|V1.2-5_mapping_Phypa_77632
Pp1s47_180V6.1	cosmoss		2009-06-30 12:34:46	HTA1510	cosmoss|V1.2-5_mapping_Phypa_74449
Pp1s48_70V6.1	cosmoss		2009-06-30 12:34:46	GA3OX3	cosmoss|V1.2-5_mapping_Phypa_124287
Pp1s49_140V6.1	cosmoss		2009-06-30 12:34:46	N2	cosmoss|V1.2-5_mapping_Phypa_162929
Pp1s34_387V6.1	cosmoss		2009-06-30 12:34:43	SIG2	cosmoss|V1.2-5_mapping_Phypa_206687
Pp1s36_309V6.1	cosmoss		2009-06-30 12:34:43	WRKY38	cosmoss|V1.2-5_mapping_Phypa_72378
Pp1s25_252V6.1	cosmoss		2009-06-30 12:34:41	CHR1520	cosmoss|V1.2-5_mapping_Phypa_160727
Pp1s28_354V6.1	cosmoss		2009-06-30 12:34:41	ABCF4	cosmoss|V1.2-5_mapping_Phypa_161003
Pp1s14_447V6.1	cosmoss		2009-06-30 12:34:37	CLL1A	cosmoss|V1.2-5_mapping_Phypa_115655
Pp1s10_357V6.1	cosmoss		2009-06-30 12:34:36	SAR11	cosmoss|V1.2-5_mapping_Phypa_62281
Pp1s7_190V6.1	cosmoss		2009-06-30 12:34:35	SWRCA1502	cosmoss|V1.2-5_mapping_Phypa_55201
Pp1s1_89V6.1	cosmoss		2009-06-30 12:34:33	ABCI15	cosmoss|V1.2-5_mapping_Phypa_111022
Pp1s373_28V6.1	cosmoss		2009-06-30 12:34:32	CSLC4	cosmoss|V1.2-5_mapping_Phypa_152670
Pp1s307_71V6.1	cosmoss		2009-06-30 12:34:30	ARP1504	cosmoss|V1.2-5_mapping_Phypa_149956
Pp1s252_49V6.1	cosmoss		2009-06-30 12:34:29	CRE3	cosmoss|V1.2-5_mapping_Phypa_94003
Pp1s256_64V6.1	cosmoss		2009-06-30 12:34:29	HTB1508.2	cosmoss|V1.2-5_mapping_Phypa_60535
Pp1s235_126V6.1	cosmoss		2009-06-30 12:34:28	WRKY27	cosmoss|V1.2-5_mapping_Phypa_145911
Pp1s150_114V6.1	cosmoss		2009-06-30 12:34:24	ABCA2	cosmoss|V1.2-5_mapping_Phypa_190702
Pp1s150_114V6.2	cosmoss		2009-06-30 12:34:24	ABCA2	cosmoss|V1.2-5_mapping_Phypa_190702
Pp1s150_114V6.3	cosmoss		2009-06-30 12:34:24	ABCA2	cosmoss|V1.2-5_mapping_Phypa_190702
Pp1s150_114V6.4	cosmoss		2009-06-30 12:34:24	ABCA2	cosmoss|V1.2-5_mapping_Phypa_190702
Pp1s84_106V6.1	cosmoss		2009-06-30 12:34:21	WRKY37	cosmoss|V1.2-5_mapping_Phypa_165218
Pp1s62_87V6.1	cosmoss		2009-06-30 12:34:19	ARP1505	cosmoss|V1.2-5_mapping_Phypa_126969
Pp1s66_191V6.1	cosmoss		2009-06-30 12:34:19	ARP1509	cosmoss|V1.2-5_mapping_Phypa_57471
Pp1s66_191V6.2	cosmoss		2009-06-30 12:34:19	ARP1509	cosmoss|V1.2-5_mapping_Phypa_57471
Pp1s51_114V6.1	cosmoss		2009-06-30 12:34:18	ROP4	cosmoss|V1.2-5_mapping_Phypa_181629
Pp1s15_150V6.1	cosmoss		2009-06-30 12:34:14	ETR6	cosmoss|V1.2-5_mapping_Phypa_67549
Pp1s21_391V6.1	cosmoss		2009-06-30 12:34:14	NFE1501	cosmoss|V1.2-5_mapping_Phypa_177158
Pp1s3_216V6.1	cosmoss		2009-06-30 12:34:12	NFA1504	cosmoss|V1.2-5_mapping_Phypa_112332
Pp1s6_102V6.1	cosmoss	249	2009-06-30 12:34:12	HAK1	cosmoss|V1.2-5_mapping_Phypa_104460
Pp1s6_102V6.2	cosmoss		2009-06-30 12:34:12	HAK1	cosmoss|V1.2-5_mapping_Phypa_104460
