accession	annotator_id	csid	date	value	source
Pp1s44_81V6.1	cosmoss		2009-06-30 12:50:30	NTMC2T4.3	cosmoss|V1.2-5_mapping_Phypa_208086
Pp1s39_217V6.1	cosmoss		2009-06-30 12:50:29	WRKY6	cosmoss|V1.2-5_mapping_Phypa_122251
Pp1s35_251V6.1	cosmoss		2009-06-30 12:50:28	ABCI4	cosmoss|V1.2-5_mapping_Phypa_179405
Pp1s35_251V6.2	cosmoss		2009-06-30 12:50:28	ABCI4	cosmoss|V1.2-5_mapping_Phypa_179405
Pp1s21_109V6.1	cosmoss		2009-06-30 12:50:24	TYN11	cosmoss|V1.2-5_mapping_Phypa_160319
Pp1s15_440V6.1	cosmoss		2009-06-30 12:50:23	GOS1A1	cosmoss|V1.2-5_mapping_Phypa_159826
Pp1s15_440V6.2	cosmoss		2009-06-30 12:50:23	GOS1A1	cosmoss|V1.2-5_mapping_Phypa_159826
Pp1s17_342V6.1	cosmoss		2009-06-30 12:50:23	ARP1507	cosmoss|V1.2-5_mapping_Phypa_176536
Pp1s15_259V6.1	cosmoss		2009-06-30 12:50:22	GA2OX3	cosmoss|V1.2-5_mapping_Phypa_67611
Pp1s15_94V6.1	cosmoss		2009-06-30 12:50:22	CHR1501	cosmoss|V1.2-5_mapping_Phypa_116197
Pp1s5_380V6.1	cosmoss		2009-06-30 12:50:19	HY2	cosmoss|V1.2-5_mapping_Phypa_112800
Pp1s7_280V6.1	cosmoss		2009-06-30 12:50:19	HB7	cosmoss|V1.2-5_mapping_Phypa_174493
Pp1s7_280V6.2	cosmoss		2009-06-30 12:50:19	HB7	cosmoss|V1.2-5_mapping_Phypa_174493
Pp1s7_280V6.3	cosmoss		2009-06-30 12:50:19	HB7	cosmoss|V1.2-5_mapping_Phypa_174493
Pp1s7_280V6.4	cosmoss		2009-06-30 12:50:19	HB7	cosmoss|V1.2-5_mapping_Phypa_174493
Pp1s3_400V6.1	cosmoss		2009-06-30 12:50:18	HON1504	cosmoss|V1.2-5_mapping_Phypa_64749
Pp1s540_5V6.1	cosmoss		2009-06-30 12:50:15	HTR1503	cosmoss|V1.2-5_mapping_Phypa_156407
Pp1s433_28V6.1	cosmoss		2009-06-30 12:50:14	AGO1505	cosmoss|V1.2-5_mapping_Phypa_200513
Pp1s376_33V6.1	cosmoss		2009-06-30 12:50:12	ACL1	cosmoss|V1.2-5_mapping_Phypa_152777
Pp1s386_30V6.1	cosmoss		2009-06-30 12:50:12	RDR1504	cosmoss|V1.2-5_mapping_Phypa_172848
Pp1s341_85V6.1	cosmoss		2009-06-30 12:50:11	CHB1504	cosmoss|V1.2-5_mapping_Phypa_172310
Pp1s275_101V6.1	cosmoss		2009-06-30 12:50:06	ARFRP1A2	cosmoss|V1.2-5_mapping_Phypa_148266
Pp1s256_75V6.1	cosmoss		2009-06-30 12:50:05	CHR1506	cosmoss|V1.2-5_mapping_Phypa_147229
Pp1s201_81V6.1	cosmoss		2009-06-30 12:50:01	HTB1508.1	cosmoss|V1.2-5_mapping_Phypa_59905
Pp1s188_78V6.1	cosmoss		2009-06-30 12:49:59	ABCB14	cosmoss|V1.2-5_mapping_Phypa_59717
Pp1s117_2V6.1	cosmoss		2009-06-30 12:49:52	HTB1501	cosmoss|V1.2-5_mapping_Phypa_58626
Pp1s98_235V6.1	cosmoss		2009-06-30 12:49:50	HTB1505	cosmoss|V1.2-5_mapping_Phypa_214247
Pp1s87_56V6.2	cosmoss		2009-06-30 12:49:49	SFT1	cosmoss|V1.2-5_mapping_Phypa_213187
Pp1s91_182V6.1	cosmoss		2009-06-30 12:49:49	PATPA1502	cosmoss|V1.2-5_mapping_Phypa_213701
Pp1s82_159V6.1	cosmoss		2009-06-30 12:49:48	DCL1504	cosmoss|V1.2-5_mapping_Phypa_130425
Pp1s82_159V6.2	cosmoss		2009-06-30 12:49:48	DCL1504	cosmoss|V1.2-5_mapping_Phypa_130425
Pp1s82_160V6.1	cosmoss		2009-06-30 12:49:48	DCL1504	cosmoss|V1.2-5_mapping_Phypa_130425
Pp1s71_147V6.1	cosmoss		2009-06-30 12:49:45	ABCG10	cosmoss|V1.2-5_mapping_Phypa_128675
Pp1s62_94V6.2	cosmoss		2009-06-30 12:49:44	NTMC2T4.1	cosmoss|V1.2-5_mapping_Phypa_183057
Pp1s62_94V6.3	cosmoss		2009-06-30 12:49:44	NTMC2T4.1	cosmoss|V1.2-5_mapping_Phypa_183057
Pp1s62_94V6.4	cosmoss		2009-06-30 12:49:44	NTMC2T4.1	cosmoss|V1.2-5_mapping_Phypa_183057
Pp1s62_94V6.5	cosmoss		2009-06-30 12:49:44	NTMC2T4.1	cosmoss|V1.2-5_mapping_Phypa_183057
Pp1s62_94V6.7	cosmoss		2009-06-30 12:49:44	NTMC2T4.1	cosmoss|V1.2-5_mapping_Phypa_183057
Pp1s49_196V6.1	cosmoss		2009-06-30 12:49:42	TLP3A	cosmoss|V1.2-5_mapping_Phypa_181459
Pp1s49_196V6.2	cosmoss		2009-06-30 12:49:42	TLP3A	cosmoss|V1.2-5_mapping_Phypa_181459
Pp1s37_236V6.1	cosmoss		2009-06-30 12:49:39	HTB1507	cosmoss|V1.2-5_mapping_Phypa_207182
Pp1s34_152V6.1	cosmoss		2009-06-30 12:49:38	SDG1508.1	cosmoss|V1.2-5_mapping_Phypa_161576
Pp1s34_152V6.2	cosmoss		2009-06-30 12:49:38	SDG1508.1	cosmoss|V1.2-5_mapping_Phypa_161576
Pp1s23_197V6.1	cosmoss		2009-06-30 12:49:35	GTB1501	cosmoss|V1.2-5_mapping_Phypa_118200
Pp1s8_137V6.1	cosmoss		2009-06-30 12:49:31	CESA3	cosmoss|V1.2-5_mapping_Phypa_202222
Pp1s2_172V6.1	cosmoss		2009-06-30 12:49:29	SYP5A2	cosmoss|V1.2-5_mapping_Phypa_111312
Pp1s438_23V6.1	cosmoss		2009-06-30 12:49:27	SGA1502	cosmoss|V1.2-5_mapping_Phypa_200559
Pp1s468_8V6.1	cosmoss		2009-06-30 12:49:27	SEC1A	cosmoss|V1.2-5_mapping_Phypa_200844
Pp1s391_38V6.1	cosmoss		2009-06-30 12:49:26	ABCI10	cosmoss|V1.2-5_mapping_Phypa_3208
Pp1s391_38V6.2	cosmoss		2009-06-30 12:49:26	ABCI10	cosmoss|V1.2-5_mapping_Phypa_3208
Pp1s391_41V6.1	cosmoss		2009-06-30 12:49:26	SLY1PS	cosmoss|V1.2-5_mapping_Phypa_99462
Pp1s391_41V6.2	cosmoss		2009-06-30 12:49:26	SLY1PS	cosmoss|V1.2-5_mapping_Phypa_99462
Pp1s391_50V6.1	cosmoss		2009-06-30 12:49:26	ABCG13	cosmoss|V1.2-5_mapping_Phypa_153252
Pp1s391_60V6.1	cosmoss		2009-06-30 12:49:26	VAMP72A2	cosmoss|V1.2-5_mapping_Phypa_109092
Pp1s391_60V6.2	cosmoss		2009-06-30 12:49:26	VAMP72A2	cosmoss|V1.2-5_mapping_Phypa_109092
Pp1s419_10V6.1	cosmoss		2009-06-30 12:49:26	LOX2	cosmoss|V1.2-5_mapping_Phypa_200300
Pp1s419_10V6.2	cosmoss		2009-06-30 12:49:26	LOX2	cosmoss|V1.2-5_mapping_Phypa_200300
Pp1s375_55V6.1	cosmoss		2009-06-30 12:49:25	ABCG22	cosmoss|V1.2-5_mapping_Phypa_226738
Pp1s363_10V6.1	cosmoss		2009-06-30 12:49:24	SNT1501	cosmoss|V1.2-5_mapping_Phypa_152376
Pp1s307_14V6.1	cosmoss		2009-06-30 12:49:22	EBP1502	cosmoss|V1.2-5_mapping_Phypa_108696
Pp1s283_7V6.1	cosmoss		2009-06-30 12:49:21	HEN1501	cosmoss|V1.2-5_mapping_Phypa_148777
Pp1s252_67V6.1	cosmoss		2009-06-30 12:49:19	ABCB16	cosmoss|V1.2-5_mapping_Phypa_170613
Pp1s252_67V6.2	cosmoss		2009-06-30 12:49:19	ABCB16	cosmoss|V1.2-5_mapping_Phypa_170613
Pp1s257_74V6.1	cosmoss		2009-06-30 12:49:19	ROP3	cosmoss|V1.2-5_mapping_Phypa_170715
Pp1s259_46V6.1	cosmoss		2009-06-30 12:49:19	CHR1507	cosmoss|V1.2-5_mapping_Phypa_147434
Pp1s259_46V6.2	cosmoss		2009-06-30 12:49:19	CHR1507	cosmoss|V1.2-5_mapping_Phypa_147434
Pp1s219_102V6.1	cosmoss		2009-06-30 12:49:16	VAMP72A1	cosmoss|V1.2-5_mapping_Phypa_221830
Pp1s219_102V6.2	cosmoss		2009-06-30 12:49:16	VAMP72A1	cosmoss|V1.2-5_mapping_Phypa_221830
Pp1s194_183V6.1	cosmoss		2009-06-30 12:49:14	EPL1502	cosmoss|V1.2-5_mapping_Phypa_90250
Pp1s114_106V6.1	cosmoss		2009-06-30 12:49:06	VPE-GAMMA	cosmoss|V1.2-5_mapping_Phypa_134776
Pp1s114_106V6.2	cosmoss		2009-06-30 12:49:06	VPE-GAMMA	cosmoss|V1.2-5_mapping_Phypa_134776
Pp1s100_200V6.1	cosmoss		2009-06-30 12:49:04	HFO1513	cosmoss|V1.2-5_mapping_Phypa_132977
Pp1s97_253V6.1	cosmoss		2009-06-30 12:49:04	LOX12	cosmoss|V1.2-5_mapping_Phypa_132536
Pp1s91_43V6.1	cosmoss		2009-06-30 12:49:03	CPC1502	cosmoss|V1.2-5_mapping_Phypa_131965
Pp1s85_154V6.1	cosmoss		2009-06-30 12:49:02	HDA1509	cosmoss|V1.2-5_mapping_Phypa_130902
Pp1s68_28V6.1	cosmoss		2009-06-30 12:49:00	GA3OX4	cosmoss|V1.2-5_mapping_Phypa_183728
Pp1s68_28V6.2	cosmoss		2009-06-30 12:49:00	GA3OX4	cosmoss|V1.2-5_mapping_Phypa_183728
Pp1s68_28V6.3	cosmoss		2009-06-30 12:49:00	GA3OX4	cosmoss|V1.2-5_mapping_Phypa_183728
Pp1s63_164V6.1	cosmoss	365	2009-06-30 12:48:59	HKT1	cosmoss|V1.2-5_mapping_Phypa_77216
Pp1s65_183V6.1	cosmoss		2009-06-30 12:48:59	CHR1530	cosmoss|V1.2-5_mapping_Phypa_210776
Pp1s42_169V6.1	cosmoss		2009-06-30 12:48:55	WRKY25	cosmoss|V1.2-5_mapping_Phypa_122959
Pp1s40_228V6.1	cosmoss	162	2009-06-30 12:48:54	ENA1	cosmoss|V1.2-5_mapping_Phypa_105562
Pp1s30_48V6.1	cosmoss	369	2009-06-30 12:48:52	CESA5	cosmoss|V1.2-5_mapping_Phypa_105213
Pp1s27_179V6.1	cosmoss		2009-06-30 12:48:51	HON1501	cosmoss|V1.2-5_mapping_Phypa_70268
Pp1s29_119V6.1	cosmoss		2009-06-30 12:48:51	RANA1	cosmoss|V1.2-5_mapping_Phypa_205698
Pp1s10_17V6.1	cosmoss		2009-06-30 12:48:46	PINA	cosmoss|V1.2-5_mapping_Phypa_202504
Pp1s9_383V6.1	cosmoss		2009-06-30 12:48:46	HTR1505	cosmoss|V1.2-5_mapping_Phypa_114256
Pp1s7_401V6.1	cosmoss		2009-06-30 12:48:45	GPB1	cosmoss|V1.2-5_mapping_Phypa_113533
Pp1s7_401V6.2	cosmoss		2009-06-30 12:48:45	GPB1	cosmoss|V1.2-5_mapping_Phypa_113533
Pp1s7_401V6.3	cosmoss		2009-06-30 12:48:45	GPB1	cosmoss|V1.2-5_mapping_Phypa_113533
Pp1s6_409V6.1	cosmoss		2009-06-30 12:48:44	ARL8A3	cosmoss|V1.2-5_mapping_Phypa_113279
Pp1s6_409V6.2	cosmoss		2009-06-30 12:48:44	ARL8A3	cosmoss|V1.2-5_mapping_Phypa_113279
Pp1s6_409V6.3	cosmoss		2009-06-30 12:48:44	ARL8A3	cosmoss|V1.2-5_mapping_Phypa_113279
Pp1s6_409V6.4	cosmoss		2009-06-30 12:48:44	ARL8A3	cosmoss|V1.2-5_mapping_Phypa_113279
Pp1s2_32V6.1	cosmoss		2009-06-30 12:48:43	VTI1A1	cosmoss|V1.2-5_mapping_Phypa_201435
Pp1s3_604V6.1	cosmoss		2009-06-30 12:48:43	ARP1503	cosmoss|V1.2-5_mapping_Phypa_112296
Pp1s1_792V6.1	cosmoss		2009-06-30 12:48:42	ABCB15	cosmoss|V1.2-5_mapping_Phypa_110943
Pp1s518_9V6.1	cosmoss		2009-06-30 12:48:41	HON1502	cosmoss|V1.2-5_mapping_Phypa_101993
Pp1s348_32V6.1	cosmoss		2009-06-30 12:48:38	CHLH1	cosmoss|V1.2-5_mapping_Phypa_226175
Pp1s360_39V6.1	cosmoss		2009-06-30 12:48:38	CHR1522	cosmoss|V1.2-5_mapping_Phypa_172564
Pp1s360_40V6.1	cosmoss		2009-06-30 12:48:38	CHR1522	cosmoss|V1.2-5_mapping_Phypa_172564
Pp1s327_27V6.1	cosmoss	139	2009-06-30 12:48:37	PHY2	cosmoss|V1.2-5_mapping_Phypa_225644
Pp1s335_80V6.1	cosmoss		2009-06-30 12:48:37	SGA1501	cosmoss|V1.2-5_mapping_Phypa_198670
Pp1s338_12V6.1	cosmoss		2009-06-30 12:48:37	ABCB12	cosmoss|V1.2-5_mapping_Phypa_198750
Pp1s209_94V6.1	cosmoss		2009-06-30 12:48:30	RABA21	cosmoss|V1.2-5_mapping_Phypa_221217
Pp1s205_14V6.1	cosmoss		2009-06-30 12:48:29	CPK9	cosmoss|V1.2-5_mapping_Phypa_193793
Pp1s205_14V6.2	cosmoss		2009-06-30 12:48:29	CPK9	cosmoss|V1.2-5_mapping_Phypa_193793
Pp1s205_14V6.3	cosmoss		2009-06-30 12:48:29	CPK9	cosmoss|V1.2-5_mapping_Phypa_193793
Pp1s205_14V6.4	cosmoss		2009-06-30 12:48:29	CPK9	cosmoss|V1.2-5_mapping_Phypa_193793
Pp1s205_14V6.5	cosmoss		2009-06-30 12:48:29	CPK9	cosmoss|V1.2-5_mapping_Phypa_193793
Pp1s205_14V6.6	cosmoss		2009-06-30 12:48:29	CPK9	cosmoss|V1.2-5_mapping_Phypa_193793
Pp1s205_14V6.7	cosmoss		2009-06-30 12:48:29	CPK9	cosmoss|V1.2-5_mapping_Phypa_193793
Pp1s183_17V6.1	cosmoss		2009-06-30 12:48:28	SAR13	cosmoss|V1.2-5_mapping_Phypa_192599
Pp1s183_93V6.1	cosmoss		2009-06-30 12:48:28	HDT1502	cosmoss|V1.2-5_mapping_Phypa_168633
Pp1s183_93V6.2	cosmoss		2009-06-30 12:48:28	HDT1502	cosmoss|V1.2-5_mapping_Phypa_168633
Pp1s183_93V6.3	cosmoss		2009-06-30 12:48:28	HDT1502	cosmoss|V1.2-5_mapping_Phypa_168633
Pp1s187_72V6.1	cosmoss		2009-06-30 12:48:28	TLP3B	cosmoss|V1.2-5_mapping_Phypa_41982
Pp1s171_52V6.1	cosmoss		2009-06-30 12:48:26	SNAP29	cosmoss|V1.2-5_mapping_Phypa_191981
Pp1s171_52V6.2	cosmoss		2009-06-30 12:48:26	SNAP29	cosmoss|V1.2-5_mapping_Phypa_191981
Pp1s171_52V6.3	cosmoss		2009-06-30 12:48:26	SNAP29	cosmoss|V1.2-5_mapping_Phypa_191981
Pp1s171_52V6.4	cosmoss		2009-06-30 12:48:26	SNAP29	cosmoss|V1.2-5_mapping_Phypa_191981
Pp1s134_113V6.1	cosmoss	341	2009-06-30 12:48:23	PLC1	cosmoss|V1.2-5_mapping_Phypa_216835
Pp1s98_140V6.1	cosmoss		2009-06-30 12:48:18	SYP7A1	cosmoss|V1.2-5_mapping_Phypa_132725
Pp1s77_119V6.1	cosmoss		2009-06-30 12:48:16	ABCG24	cosmoss|V1.2-5_mapping_Phypa_129635
Pp1s81_159V6.1	cosmoss	139	2009-06-30 12:48:16	PHY3	cosmoss|V1.2-5_mapping_Phypa_185248
Pp1s75_69V6.1	cosmoss		2009-06-30 12:48:15	RAB21A2	cosmoss|V1.2-5_mapping_Phypa_129275
Pp1s52_70V6.1	cosmoss		2009-06-30 12:48:11	SEC22	cosmoss|V1.2-5_mapping_Phypa_209168
Pp1s54_103V6.1	cosmoss		2009-06-30 12:48:11	HIRA1502	cosmoss|V1.2-5_mapping_Phypa_209418
Pp1s54_272V6.1	cosmoss		2009-06-30 12:48:11	SEC20	cosmoss|V1.2-5_mapping_Phypa_163344
Pp1s47_97V6.1	cosmoss		2009-06-30 12:48:10	ABCF1	cosmoss|V1.2-5_mapping_Phypa_208576
Pp1s47_97V6.2	cosmoss		2009-06-30 12:48:10	ABCF1	cosmoss|V1.2-5_mapping_Phypa_208576
Pp1s38_328V6.1	cosmoss		2009-06-30 12:48:08	RABF1	cosmoss|V1.2-5_mapping_Phypa_179911
Pp1s38_328V6.2	cosmoss		2009-06-30 12:48:08	RABF1	cosmoss|V1.2-5_mapping_Phypa_179911
Pp1s38_328V6.3	cosmoss		2009-06-30 12:48:08	RABF1	cosmoss|V1.2-5_mapping_Phypa_179911
Pp1s38_328V6.4	cosmoss		2009-06-30 12:48:08	RABF1	cosmoss|V1.2-5_mapping_Phypa_179911
Pp1s33_210V6.1	cosmoss		2009-06-30 12:48:07	GLP4	cosmoss|V1.2-5_mapping_Phypa_120463
Pp1s6_180V6.1	cosmoss		2009-06-30 12:48:00	ALDH5B	cosmoss|V1.2-5_mapping_Phypa_113098
Pp1s3_367V6.1	cosmoss		2009-06-30 12:47:59	HTR1512	cosmoss|V1.2-5_mapping_Phypa_111893
Pp1s3_367V6.2	cosmoss		2009-06-30 12:47:59	HTR1512	cosmoss|V1.2-5_mapping_Phypa_111893
Pp1s540_9V6.1	cosmoss		2009-06-30 12:47:56	GLP5	cosmoss|V1.2-5_mapping_Phypa_228320
Pp1s419_7V6.1	cosmoss		2009-06-30 12:47:55	LOX8A	cosmoss|V1.2-5_mapping_Phypa_200293
Pp1s374_49V6.1	cosmoss		2009-06-30 12:47:54	GTC1501	cosmoss|V1.2-5_mapping_Phypa_152713
Pp1s397_2V6.1	cosmoss		2009-06-30 12:47:54	ABCB11	cosmoss|V1.2-5_mapping_Phypa_199955
Pp1s337_17V6.1	cosmoss		2009-06-30 12:47:53	ABCG28	cosmoss|V1.2-5_mapping_Phypa_151478
Pp1s352_53V6.1	cosmoss		2009-06-30 12:47:53	CPD1502	cosmoss|V1.2-5_mapping_Phypa_152002
Pp1s281_85V6.1	cosmoss		2009-06-30 12:47:50	NFE1502	cosmoss|V1.2-5_mapping_Phypa_60779
Pp1s214_29V6.1	cosmoss		2009-06-30 12:47:46	BRD1502	cosmoss|V1.2-5_mapping_Phypa_169613
Pp1s190_36V6.1	cosmoss		2009-06-30 12:47:44	SDG1519	cosmoss|V1.2-5_mapping_Phypa_168813
Pp1s162_130V6.1	cosmoss		2009-06-30 12:47:42	CSLC3	cosmoss|V1.2-5_mapping_Phypa_191476
Pp1s157_93V6.1	cosmoss		2009-06-30 12:47:41	CHC1503	cosmoss|V1.2-5_mapping_Phypa_218455
Pp1s158_37V6.1	cosmoss		2009-06-30 12:47:41	CHR1534	cosmoss|V1.2-5_mapping_Phypa_87464
Pp1s158_39V6.1	cosmoss		2009-06-30 12:47:41	CHR1534	cosmoss|V1.2-5_mapping_Phypa_87464
Pp1s143_150V6.1	cosmoss		2009-06-30 12:47:40	BRD1503	cosmoss|V1.2-5_mapping_Phypa_167346
Pp1s116_14V6.1	cosmoss		2009-06-30 12:47:36	ABCG31	cosmoss|V1.2-5_mapping_Phypa_135027
Pp1s96_165V6.1	cosmoss		2009-06-30 12:47:33	CCA1B	cosmoss|V1.2-5_mapping_Phypa_132382
Pp1s90_46V6.1	cosmoss		2009-06-30 12:47:32	LAX2	cosmoss|V1.2-5_mapping_Phypa_186135
Pp1s83_172V6.1	cosmoss		2009-06-30 12:47:31	CPK18	cosmoss|V1.2-5_mapping_Phypa_185437
Pp1s74_224V6.1	cosmoss	157	2009-06-30 12:47:30	LFY2	cosmoss|V1.2-5_mapping_Phypa_164706
Pp1s79_126V6.1	cosmoss		2009-06-30 12:47:30	PIND	cosmoss|V1.2-5_mapping_Phypa_130011
Pp1s70_133V6.1	cosmoss		2009-06-30 12:47:29	ARFA14	cosmoss|V1.2-5_mapping_Phypa_211437
Pp1s65_194V6.1	cosmoss		2009-06-30 12:47:28	CSLA1	cosmoss|V1.2-5_mapping_Phypa_183385
Pp1s57_97V6.1	cosmoss		2009-06-30 12:47:26	VEF1503	cosmoss|V1.2-5_mapping_Phypa_163538
Pp1s57_97V6.2	cosmoss		2009-06-30 12:47:26	VEF1503	cosmoss|V1.2-5_mapping_Phypa_163538
Pp1s48_113V6.1	cosmoss		2009-06-30 12:47:24	HDMA1502	cosmoss|V1.2-5_mapping_Phypa_208738
Pp1s38_54V6.1	cosmoss		2009-06-30 12:47:22	CKI2B	cosmoss|V1.2-5_mapping_Phypa_179812
Pp1s26_33V6.1	cosmoss		2009-06-30 12:47:18	RABA22	cosmoss|V1.2-5_mapping_Phypa_177762
Pp1s15_432V6.1	cosmoss		2009-06-30 12:47:15	ABCI5	cosmoss|V1.2-5_mapping_Phypa_116239
Pp1s13_321V6.1	cosmoss		2009-06-30 12:47:14	GTF1502.2	cosmoss|V1.2-5_mapping_Phypa_115252
Pp1s14_101V6.1	cosmoss		2009-06-30 12:47:14	DNG1501	cosmoss|V1.2-5_mapping_Phypa_115830
Pp1s3_594V6.1	cosmoss		2009-06-30 12:47:10	HTR1510	cosmoss|V1.2-5_mapping_Phypa_201641
Pp1s536_7V6.1	cosmoss		2009-06-30 12:47:07	ABCG26	cosmoss|V1.2-5_mapping_Phypa_102109
Pp1s402_25V6.1	cosmoss		2009-06-30 12:47:06	ABCC10	cosmoss|V1.2-5_mapping_Phypa_153801
Pp1s402_25V6.2	cosmoss		2009-06-30 12:47:06	ABCC10	cosmoss|V1.2-5_mapping_Phypa_153801
Pp1s412_23V6.1	cosmoss		2009-06-30 12:47:06	PRR1	cosmoss|V1.2-5_mapping_Phypa_154145
Pp1s434_27V6.1	cosmoss		2009-06-30 12:47:06	LOX3	cosmoss|V1.2-5_mapping_Phypa_154685
Pp1s434_27V6.2	cosmoss		2009-06-30 12:47:06	LOX3	cosmoss|V1.2-5_mapping_Phypa_154685
Pp1s434_27V6.3	cosmoss		2009-06-30 12:47:06	LOX3	cosmoss|V1.2-5_mapping_Phypa_154685
Pp1s352_50V6.1	cosmoss		2009-06-30 12:47:04	ABCC3	cosmoss|V1.2-5_mapping_Phypa_199102
Pp1s356_18V6.1	cosmoss		2009-06-30 12:47:04	SRT1502	cosmoss|V1.2-5_mapping_Phypa_172495
Pp1s276_21V6.1	cosmoss		2009-06-30 12:47:01	NDPK3B	cosmoss|V1.2-5_mapping_Phypa_60721
Pp1s232_87V6.1	cosmoss		2009-06-30 12:46:58	LOX5	cosmoss|V1.2-5_mapping_Phypa_195165
Pp1s218_87V6.1	cosmoss		2009-06-30 12:46:57	RABE15	cosmoss|V1.2-5_mapping_Phypa_221760
Pp1s218_87V6.2	cosmoss		2009-06-30 12:46:57	RABE15	cosmoss|V1.2-5_mapping_Phypa_221760
Pp1s207_21V6.1	cosmoss		2009-06-30 12:46:56	CPH1502	cosmoss|V1.2-5_mapping_Phypa_143787
Pp1s197_90V6.1	cosmoss		2009-06-30 12:46:55	HIRA1501	cosmoss|V1.2-5_mapping_Phypa_193337
Pp1s183_21V6.1	cosmoss		2009-06-30 12:46:54	ABCF3	cosmoss|V1.2-5_mapping_Phypa_192602
Pp1s187_88V6.1	cosmoss		2009-06-30 12:46:54	CPK11	cosmoss|V1.2-5_mapping_Phypa_192815
Pp1s187_88V6.2	cosmoss		2009-06-30 12:46:54	CPK11	cosmoss|V1.2-5_mapping_Phypa_192815
Pp1s163_112V6.1	cosmoss		2009-06-30 12:46:52	WRKY9	cosmoss|V1.2-5_mapping_Phypa_140129
Pp1s163_112V6.2	cosmoss		2009-06-30 12:46:52	WRKY9	cosmoss|V1.2-5_mapping_Phypa_140129
Pp1s156_75V6.1	cosmoss		2009-06-30 12:46:51	HTR1504	cosmoss|V1.2-5_mapping_Phypa_139355
Pp1s136_191V6.1	cosmoss		2009-06-30 12:46:49	ABCC6	cosmoss|V1.2-5_mapping_Phypa_137284
Pp1s83_186V6.1	cosmoss		2009-06-30 12:46:42	NRPDA1501	cosmoss|V1.2-5_mapping_Phypa_165158
Pp1s83_188V6.1	cosmoss		2009-06-30 12:46:42	NRPDA1501	cosmoss|V1.2-5_mapping_Phypa_165158
Pp1s66_226V6.1	cosmoss		2009-06-30 12:46:39	ARID1502	cosmoss|V1.2-5_mapping_Phypa_127582
Pp1s61_279V6.1	cosmoss		2009-06-30 12:46:38	RABG13	cosmoss|V1.2-5_mapping_Phypa_210411
Pp1s61_279V6.2	cosmoss		2009-06-30 12:46:38	RABG13	cosmoss|V1.2-5_mapping_Phypa_210411
Pp1s58_278V6.1	cosmoss		2009-06-30 12:46:37	PRMT1502	cosmoss|V1.2-5_mapping_Phypa_57235
Pp1s50_181V6.1	cosmoss		2009-06-30 12:46:36	GTA1502	cosmoss|V1.2-5_mapping_Phypa_124598
Pp1s38_321V6.1	cosmoss		2009-06-30 12:46:33	ABCB26	cosmoss|V1.2-5_mapping_Phypa_122029
Pp1s34_255V6.1	cosmoss		2009-06-30 12:46:32	HTB1503	cosmoss|V1.2-5_mapping_Phypa_161618
Pp1s32_43V6.1	cosmoss		2009-06-30 12:46:31	PINC	cosmoss|V1.2-5_mapping_Phypa_71313
Pp1s26_171V6.1	cosmoss		2009-06-30 12:46:30	USE1	cosmoss|V1.2-5_mapping_Phypa_118814
Pp1s22_310V6.1	cosmoss		2009-06-30 12:46:29	DXS1	cosmoss|V1.2-5_mapping_Phypa_105028
Pp1s19_179V6.1	cosmoss		2009-06-30 12:46:28	AGO1506	cosmoss|V1.2-5_mapping_Phypa_117253
Pp1s14_267V6.1	cosmoss		2009-06-30 12:46:27	SNLA	cosmoss|V1.2-5_mapping_Phypa_115730
Pp1s15_406V6.1	cosmoss		2009-06-30 12:46:27	ABCI12	cosmoss|V1.2-5_mapping_Phypa_203642
Pp1s9_150V6.1	cosmoss		2009-06-30 12:46:25	SDG1518	cosmoss|V1.2-5_mapping_Phypa_174853
Pp1s5_68V6.1	cosmoss		2009-06-30 12:46:24	CLL1B	cosmoss|V1.2-5_mapping_Phypa_112929
Pp1s482_2V6.1	cosmoss		2009-06-30 12:46:20	VTI1A3	cosmoss|V1.2-5_mapping_Phypa_200950
Pp1s326_48V6.1	cosmoss		2009-06-30 12:46:15	ABCI17	cosmoss|V1.2-5_mapping_Phypa_151020
Pp1s282_23V6.1	cosmoss		2009-06-30 12:46:13	SDG1512	cosmoss|V1.2-5_mapping_Phypa_197069
Pp1s293_70V6.1	cosmoss		2009-06-30 12:46:13	ABCC7	cosmoss|V1.2-5_mapping_Phypa_224600
Pp1s270_82V6.1	cosmoss		2009-06-30 12:46:12	ABCG3	cosmoss|V1.2-5_mapping_Phypa_196641
Pp1s280_53V6.1	cosmoss		2009-06-30 12:46:12	WRKY34	cosmoss|V1.2-5_mapping_Phypa_95428
Pp1s255_64V6.1	cosmoss		2009-06-30 12:46:11	RUVBL1503	cosmoss|V1.2-5_mapping_Phypa_170668
Pp1s244_77V6.1	cosmoss		2009-06-30 12:46:10	WRKY21	cosmoss|V1.2-5_mapping_Phypa_9551
Pp1s245_50V6.1	cosmoss		2009-06-30 12:46:10	CHR1535	cosmoss|V1.2-5_mapping_Phypa_93608
Pp1s245_51V6.1	cosmoss		2009-06-30 12:46:10	CHR1535	cosmoss|V1.2-5_mapping_Phypa_93608
Pp1s227_1V6.1	cosmoss		2009-06-30 12:46:09	ABCC11	cosmoss|V1.2-5_mapping_Phypa_145373
Pp1s230_18V6.1	cosmoss		2009-06-30 12:46:09	NFB1501	cosmoss|V1.2-5_mapping_Phypa_195087
